label,display,sample_bucket,source,run,setting,candidate_id,candidate_uid,mask_path,candidate_original_best_label,candidate_original_best_dice,hidden_dice,hidden_iou,hidden_precision,hidden_recall,area_frac,source_image_clip_score,openai_clip_semantic_score
lung_bronchiola,bronchiola,GOOD,ficture,ficture_official_11938226,base_official_points_step32,303,ficture__ficture_official_11938226__base_official_points_step32__303,/nfs/roberts/project/pi_xy48/hw646/Medical-SAM3/results/visium_hd_exp1/ficture_official_filtered_candidate_pool/ficture_official_11938226/base_official_points_step32/candidate_masks/candidate_303.png,lung_bronchiola,0.758489528,0.758480844,0.610929635,0.868103950,0.673439702,0.022841395,0.127291128,0.126980931
lung_bronchiola,bronchiola,GOOD,ficture,ficture_official_11938229,base_point64_m1024_p700,29,ficture__ficture_official_11938229__base_point64_m1024_p700__029,/nfs/roberts/project/pi_xy48/hw646/Medical-SAM3/results/visium_hd_exp1/ficture_official_filtered_candidate_pool/ficture_official_11938229/base_point64_m1024_p700/candidate_masks/candidate_029.png,lung_bronchiola,0.757459743,0.756291299,0.608093598,0.863103368,0.673004617,0.022958889,0.126663074,0.126682058
lung_bronchiola,bronchiola,GOOD,ficture,ficture_official_11940972,base_point96_m1536_p500,23,ficture__ficture_official_11940972__base_point96_m1536_p500__023,/nfs/roberts/project/pi_xy48/hw646/Medical-SAM3/results/visium_hd_exp1/ficture_official_filtered_candidate_pool/ficture_official_11940972/base_point96_m1536_p500/candidate_masks/candidate_023.png,lung_bronchiola,0.753568538,0.753698993,0.604748764,0.866795839,0.666708876,0.022647228,0.126858696,0.126899093
lung_bronchiola,bronchiola,GOOD,ficture,ficture_official_11938229,base_point96_m1536_p500,22,ficture__ficture_official_11938229__base_point96_m1536_p500__022,/nfs/roberts/project/pi_xy48/hw646/Medical-SAM3/results/visium_hd_exp1/ficture_official_filtered_candidate_pool/ficture_official_11938229/base_point96_m1536_p500/candidate_masks/candidate_022.png,lung_bronchiola,0.753423478,0.753552092,0.604559635,0.867038738,0.666335483,0.022628204,0.126735762,0.126853272
lung_bronchiola,bronchiola,GOOD,ficture,ficture_official_11938229,base_point64_m1536_p900,49,ficture__ficture_official_11938229__base_point64_m1536_p900__049,/nfs/roberts/project/pi_xy48/hw646/Medical-SAM3/results/visium_hd_exp1/ficture_official_filtered_candidate_pool/ficture_official_11938229/base_point64_m1536_p900/candidate_masks/candidate_049.png,lung_bronchiola,0.752534143,0.752656374,0.603407400,0.873617910,0.661117713,0.022281935,0.127012476,0.127029106
lung_bronchiola,bronchiola,MID,he,he_official_12445451,medical_box256_s96_m2048,158,he__he_official_12445451__medical_box256_s96_m2048__158,/home/hw646/codex_he_official_roi_candidate_pool_b200/he_official_12445451/medical_box256_s96_m2048/candidate_masks/candidate_158.png,lung_bronchiola,0.377946810,0.377739409,0.232847553,0.948397880,0.235835395,0.007321736,0.126189232,0.126350522
lung_bronchiola,bronchiola,MID,ficture,ficture_official_11938229,medical_point48_m1024_p900,88,ficture__ficture_official_11938229__medical_point48_m1024_p900__088,/nfs/roberts/project/pi_xy48/hw646/Medical-SAM3/results/visium_hd_exp1/ficture_official_filtered_candidate_pool/ficture_official_11938229/medical_point48_m1024_p900/candidate_masks/candidate_088.png,lung_bronchiola,0.367833656,0.367913835,0.225425497,0.906280279,0.230805946,0.007498598,0.124719992,0.125819340
lung_bronchiola,bronchiola,MID,ficture,ficture_official_11940971,base_box192_s64_m1536,238,ficture__ficture_official_11940971__base_box192_s64_m1536__238,/nfs/roberts/project/pi_xy48/hw646/Medical-SAM3/results/visium_hd_exp1/ficture_official_filtered_candidate_pool/ficture_official_11940971/base_box192_s64_m1536/candidate_masks/candidate_238.png,lung_bronchiola,0.367429901,0.366977409,0.224722800,0.935157351,0.228279857,0.007187511,0.127467483,0.127509102
lung_bronchiola,bronchiola,MID,ficture,ficture_official_11938226,base_box192_s64_m1536,236,ficture__ficture_official_11938226__base_box192_s64_m1536__236,/nfs/roberts/project/pi_xy48/hw646/Medical-SAM3/results/visium_hd_exp1/ficture_official_filtered_candidate_pool/ficture_official_11938226/base_box192_s64_m1536/candidate_masks/candidate_236.png,lung_bronchiola,0.367265469,0.366839535,0.224619407,0.935055950,0.228179203,0.007185121,0.127517328,0.127537623
lung_bronchiola,bronchiola,MID,ficture,ficture_official_11938227,base_box256_s96_m2048,212,ficture__ficture_official_11938227__base_box256_s96_m2048__212,/nfs/roberts/project/pi_xy48/hw646/Medical-SAM3/results/visium_hd_exp1/ficture_official_filtered_candidate_pool/ficture_official_11938227/base_box256_s96_m2048/candidate_masks/candidate_212.png,lung_bronchiola,0.363726090,0.363661250,0.222240811,0.960523937,0.224289416,0.006875372,0.125782609,0.126911521
lung_bronchiola,bronchiola,BAD,he,he_official_12445451,base_box128_s48_m1536,61,he__he_official_12445451__base_box128_s48_m1536__061,/home/hw646/codex_he_official_roi_candidate_pool_b200/he_official_12445451/base_box128_s48_m1536/candidate_masks/candidate_061.png,lung_alveoli_normal_adjacent,0.232901280,0.000000000,0.000000000,0.000000000,0.000000000,0.006777859,0.125869676,0.126527041
lung_bronchiola,bronchiola,BAD,he,he_official_12445451,base_box160_s64_m1536,40,he__he_official_12445451__base_box160_s64_m1536__040,/home/hw646/codex_he_official_roi_candidate_pool_b200/he_official_12445451/base_box160_s64_m1536/candidate_masks/candidate_040.png,lung_alveoli_normal_adjacent,0.318349243,0.000000000,0.000000000,0.000000000,0.000000000,0.010205172,0.125877321,0.126862735
lung_bronchiola,bronchiola,BAD,he,he_official_12445451,base_box160_s64_m1536,215,he__he_official_12445451__base_box160_s64_m1536__215,/home/hw646/codex_he_official_roi_candidate_pool_b200/he_official_12445451/base_box160_s64_m1536/candidate_masks/candidate_215.png,lung_vessels,0.240646297,0.000000000,0.000000000,0.000000000,0.000000000,0.007179576,0.127129689,0.126665577
lung_bronchiola,bronchiola,BAD,he,he_official_12445451,base_box160_s64_m2048,77,he__he_official_12445451__base_box160_s64_m2048__077,/home/hw646/codex_he_official_roi_candidate_pool_b200/he_official_12445451/base_box160_s64_m2048/candidate_masks/candidate_077.png,lung_alveoli_normal_adjacent,0.213525421,0.000000000,0.000000000,0.000000000,0.000000000,0.005898803,0.124875963,0.126537532
lung_bronchiola,bronchiola,BAD,he,he_official_12445451,base_box192_s64_m1536,104,he__he_official_12445451__base_box192_s64_m1536__104,/home/hw646/codex_he_official_roi_candidate_pool_b200/he_official_12445451/base_box192_s64_m1536/candidate_masks/candidate_104.png,lung_alveoli_normal_adjacent,0.388834930,0.000000000,0.000000000,0.000000000,0.000000000,0.011792826,0.126117349,0.126771361
lung_alveoli_normal_adjacent,alveoli,GOOD,he,he_official_12445451,base_box384_s128_m1536,13,he__he_official_12445451__base_box384_s128_m1536__013,/home/hw646/codex_he_official_roi_candidate_pool_b200/he_official_12445451/base_box384_s128_m1536/candidate_masks/candidate_013.png,lung_alveoli_normal_adjacent,0.677202464,0.677102711,0.511833168,0.710704721,0.646534652,0.043870663,0.126565188,0.125606939
lung_alveoli_normal_adjacent,alveoli,GOOD,he,he_official_12445451,base_official_boxes_b384_s96,19,he__he_official_12445451__base_official_boxes_b384_s96__019,/home/hw646/codex_he_official_roi_candidate_pool_b200/he_official_12445451/base_official_boxes_b384_s96/candidate_masks/candidate_019.png,lung_alveoli_normal_adjacent,0.671435027,0.671547375,0.505510970,0.886651250,0.540436169,0.029394303,0.126150176,0.125496507
lung_alveoli_normal_adjacent,alveoli,GOOD,he,he_official_12445451,base_box512_s160_m2048,29,he__he_official_12445451__base_box512_s160_m2048__029,/home/hw646/codex_he_official_roi_candidate_pool_b200/he_official_12445451/base_box512_s160_m2048/candidate_masks/candidate_029.png,lung_alveoli_normal_adjacent,0.645963589,0.646083107,0.477195543,0.716037294,0.588580933,0.039640775,0.126666933,0.125995800
lung_alveoli_normal_adjacent,alveoli,GOOD,he,he_official_12445451,base_box384_s128_m2048,7,he__he_official_12445451__base_box384_s128_m2048__007,/home/hw646/codex_he_official_roi_candidate_pool_b200/he_official_12445451/base_box384_s128_m2048/candidate_masks/candidate_007.png,lung_alveoli_normal_adjacent,0.640990529,0.641171619,0.471856217,0.821996087,0.525558197,0.030833488,0.126550764,0.125995040
lung_alveoli_normal_adjacent,alveoli,GOOD,ficture,ficture_official_11938227,base_box512_s160_m2048,31,ficture__ficture_official_11938227__base_box512_s160_m2048__031,/nfs/roberts/project/pi_xy48/hw646/Medical-SAM3/results/visium_hd_exp1/ficture_official_filtered_candidate_pool/ficture_official_11938227/base_box512_s160_m2048/candidate_masks/candidate_031.png,lung_alveoli_normal_adjacent,0.604052411,0.604041912,0.432707770,0.741834537,0.509419412,0.033116165,0.125142366,0.125568658
lung_alveoli_normal_adjacent,alveoli,MID,ficture,ficture_official_11940971,base_box128_s48_m1536,176,ficture__ficture_official_11940971__base_box128_s48_m1536__176,/nfs/roberts/project/pi_xy48/hw646/Medical-SAM3/results/visium_hd_exp1/ficture_official_filtered_candidate_pool/ficture_official_11940971/base_box128_s48_m1536/candidate_masks/candidate_176.png,lung_alveoli_normal_adjacent,0.222936356,0.223181484,0.125607360,1.000000000,0.125607360,0.006057406,0.125665322,0.125831753
lung_alveoli_normal_adjacent,alveoli,MID,ficture,ficture_official_11938226,base_box128_s48_m1536,175,ficture__ficture_official_11938226__base_box128_s48_m1536__175,/nfs/roberts/project/pi_xy48/hw646/Medical-SAM3/results/visium_hd_exp1/ficture_official_filtered_candidate_pool/ficture_official_11938226/base_box128_s48_m1536/candidate_masks/candidate_175.png,lung_alveoli_normal_adjacent,0.223097828,0.223356708,0.125718375,1.000000000,0.125718375,0.006062760,0.125509217,0.125849962
lung_alveoli_normal_adjacent,alveoli,MID,ficture,ficture_official_11938228,medical_box192_s64_m2048,195,ficture__ficture_official_11938228__medical_box192_s64_m2048__195,/nfs/roberts/project/pi_xy48/hw646/Medical-SAM3/results/visium_hd_exp1/ficture_official_filtered_candidate_pool/ficture_official_11938228/medical_box192_s64_m2048/candidate_masks/candidate_195.png,lung_alveoli_normal_adjacent,0.222871091,0.222859106,0.125403172,1.000000000,0.125403172,0.006047559,0.126052037,0.126346469
lung_alveoli_normal_adjacent,alveoli,MID,he,he_official_12445451,medical_box192_s64_m2048,144,he__he_official_12445451__medical_box192_s64_m2048__144,/home/hw646/codex_he_official_roi_candidate_pool_b200/he_official_12445451/medical_box192_s64_m2048/candidate_masks/candidate_144.png,lung_alveoli_normal_adjacent,0.227251448,0.227174954,0.128142907,0.924664515,0.129494863,0.006753672,0.126072913,0.125728577
lung_alveoli_normal_adjacent,alveoli,MID,he,he_official_12445451,base_box160_s64_m2048,77,he__he_official_12445451__base_box160_s64_m2048__077,/home/hw646/codex_he_official_roi_candidate_pool_b200/he_official_12445451/base_box160_s64_m2048/candidate_masks/candidate_077.png,lung_alveoli_normal_adjacent,0.213525421,0.213580057,0.119557587,0.979838579,0.119852430,0.005898803,0.126246184,0.125589415
lung_alveoli_normal_adjacent,alveoli,BAD,he,he_official_12445451,base_box160_s64_m1536,337,he__he_official_12445451__base_box160_s64_m1536__337,/home/hw646/codex_he_official_roi_candidate_pool_b200/he_official_12445451/base_box160_s64_m1536/candidate_masks/candidate_337.png,lung_bronchiola,0.255919087,0.000000000,0.000000000,0.000000000,0.000000000,0.005683126,0.125486657,0.125154674
lung_alveoli_normal_adjacent,alveoli,BAD,he,he_official_12445451,base_box160_s64_m1536,215,he__he_official_12445451__base_box160_s64_m1536__215,/home/hw646/codex_he_official_roi_candidate_pool_b200/he_official_12445451/base_box160_s64_m1536/candidate_masks/candidate_215.png,lung_vessels,0.240646297,0.000000000,0.000000000,0.000000000,0.000000000,0.007179576,0.126596957,0.126520902
lung_alveoli_normal_adjacent,alveoli,BAD,he,he_official_12445451,base_box160_s64_m2048,150,he__he_official_12445451__base_box160_s64_m2048__150,/home/hw646/codex_he_official_roi_candidate_pool_b200/he_official_12445451/base_box160_s64_m2048/candidate_masks/candidate_150.png,lung_bronchiola,0.212409476,0.000000000,0.000000000,0.000000000,0.000000000,0.005239918,0.128453523,0.125857741
lung_alveoli_normal_adjacent,alveoli,BAD,he,he_official_12445451,base_box192_s64_m1536,377,he__he_official_12445451__base_box192_s64_m1536__377,/home/hw646/codex_he_official_roi_candidate_pool_b200/he_official_12445451/base_box192_s64_m1536/candidate_masks/candidate_377.png,lung_bronchiola,0.321139297,0.000000000,0.000000000,0.000000000,0.000000000,0.005835133,0.126065791,0.126297727
lung_alveoli_normal_adjacent,alveoli,BAD,he,he_official_12445451,base_box192_s64_m1536,146,he__he_official_12445451__base_box192_s64_m1536__146,/home/hw646/codex_he_official_roi_candidate_pool_b200/he_official_12445451/base_box192_s64_m1536/candidate_masks/candidate_146.png,lung_vessels,0.337089328,0.000000000,0.000000000,0.000000000,0.000000000,0.010793408,0.125540391,0.125051737
lung_vessels,vessels,GOOD,he,he_official_12445451,base_box512_s160_m1536,43,he__he_official_12445451__base_box512_s160_m1536__043,/home/hw646/codex_he_official_roi_candidate_pool_b200/he_official_12445451/base_box512_s160_m1536/candidate_masks/candidate_043.png,lung_vessels,0.627610239,0.627233454,0.456911961,0.821765415,0.507173168,0.032354986,0.126482368,0.127366066
lung_vessels,vessels,GOOD,ficture,ficture_official_11938228,medical_box512_s160_m1536,25,ficture__ficture_official_11938228__medical_box512_s160_m1536__025,/nfs/roberts/project/pi_xy48/hw646/Medical-SAM3/results/visium_hd_exp1/ficture_official_filtered_candidate_pool/ficture_official_11938228/medical_box512_s160_m1536/candidate_masks/candidate_025.png,lung_vessels,0.625816837,0.625756793,0.455346470,0.921393864,0.473750052,0.026954840,0.126697883,0.126755759
lung_vessels,vessels,GOOD,he,he_official_12445451,base_box384_s128_m1536,69,he__he_official_12445451__base_box384_s128_m1536__069,/home/hw646/codex_he_official_roi_candidate_pool_b200/he_official_12445451/base_box384_s128_m1536/candidate_masks/candidate_069.png,lung_vessels,0.621015700,0.620916827,0.450238854,0.938650805,0.463889796,0.025908577,0.127253920,0.127265632
lung_vessels,vessels,GOOD,he,he_official_12445451,medical_box512_s160_m1536,19,he__he_official_12445451__medical_box512_s160_m1536__019,/home/hw646/codex_he_official_roi_candidate_pool_b200/he_official_12445451/medical_box512_s160_m1536/candidate_masks/candidate_019.png,lung_vessels,0.609666507,0.609507449,0.438339241,0.821070291,0.484633354,0.030943239,0.126639247,0.126427397
lung_vessels,vessels,GOOD,he,he_official_12445451,medical_box512_s160_m2048,29,he__he_official_12445451__medical_box512_s160_m2048__029,/home/hw646/codex_he_official_roi_candidate_pool_b200/he_official_12445451/medical_box512_s160_m2048/candidate_masks/candidate_029.png,lung_vessels,0.607747165,0.607628446,0.436398204,0.914342987,0.454999699,0.026087639,0.127757594,0.127234593
lung_vessels,vessels,MID,he,he_official_12445451,medical_point48_m1024_p900,231,he__he_official_12445451__medical_point48_m1024_p900__231,/home/hw646/codex_he_official_roi_candidate_pool_b200/he_official_12445451/medical_point48_m1024_p900/candidate_masks/candidate_231.png,lung_vessels,0.389812970,0.389618143,0.241941463,0.985761884,0.242789904,0.012911937,0.126900867,0.126626194
lung_vessels,vessels,MID,ficture,ficture_official_11938228,medical_box384_s128_m2048,88,ficture__ficture_official_11938228__medical_box384_s128_m2048__088,/nfs/roberts/project/pi_xy48/hw646/Medical-SAM3/results/visium_hd_exp1/ficture_official_filtered_candidate_pool/ficture_official_11938228/medical_box384_s128_m2048/candidate_masks/candidate_088.png,lung_vessels,0.370509740,0.370467091,0.227345572,0.938870752,0.230761375,0.012885169,0.126844868,0.127161846
lung_vessels,vessels,MID,he,he_official_12445451,base_box256_s96_m1536,123,he__he_official_12445451__base_box256_s96_m1536__123,/home/hw646/codex_he_official_roi_candidate_pool_b200/he_official_12445451/base_box256_s96_m1536/candidate_masks/candidate_123.png,lung_vessels,0.421375652,0.421431846,0.266970954,0.950749328,0.270714837,0.014927217,0.126850799,0.127139986
lung_vessels,vessels,MID,he,he_official_12445451,medical_point80_m1024_p500,85,he__he_official_12445451__medical_point80_m1024_p500__085,/home/hw646/codex_he_official_roi_candidate_pool_b200/he_official_12445451/medical_point80_m1024_p500/candidate_masks/candidate_085.png,lung_vessels,0.344065185,0.343856745,0.207625001,0.983371634,0.208356508,0.011107650,0.126932755,0.126617014
lung_vessels,vessels,MID,he,he_official_12445451,base_box192_s64_m1536,146,he__he_official_12445451__base_box192_s64_m1536__146,/home/hw646/codex_he_official_roi_candidate_pool_b200/he_official_12445451/base_box192_s64_m1536/candidate_masks/candidate_146.png,lung_vessels,0.337089328,0.337061048,0.202689971,0.987094774,0.203228518,0.010793408,0.127388686,0.126649171
lung_vessels,vessels,BAD,he,he_official_12445451,base_box128_s48_m1536,267,he__he_official_12445451__base_box128_s48_m1536__267,/home/hw646/codex_he_official_roi_candidate_pool_b200/he_official_12445451/base_box128_s48_m1536/candidate_masks/candidate_267.png,lung_bronchiola,0.221562630,0.000000000,0.000000000,0.000000000,0.000000000,0.005162767,0.125806838,0.126571804
lung_vessels,vessels,BAD,he,he_official_12445451,base_box128_s48_m1536,61,he__he_official_12445451__base_box128_s48_m1536__061,/home/hw646/codex_he_official_roi_candidate_pool_b200/he_official_12445451/base_box128_s48_m1536/candidate_masks/candidate_061.png,lung_alveoli_normal_adjacent,0.232901280,0.000000000,0.000000000,0.000000000,0.000000000,0.006777859,0.126323923,0.126612648
lung_vessels,vessels,BAD,he,he_official_12445451,base_box160_s64_m1536,337,he__he_official_12445451__base_box160_s64_m1536__337,/home/hw646/codex_he_official_roi_candidate_pool_b200/he_official_12445451/base_box160_s64_m1536/candidate_masks/candidate_337.png,lung_bronchiola,0.255919087,0.000000000,0.000000000,0.000000000,0.000000000,0.005683126,0.126925454,0.126895711
lung_vessels,vessels,BAD,he,he_official_12445451,base_box160_s64_m1536,40,he__he_official_12445451__base_box160_s64_m1536__040,/home/hw646/codex_he_official_roi_candidate_pool_b200/he_official_12445451/base_box160_s64_m1536/candidate_masks/candidate_040.png,lung_alveoli_normal_adjacent,0.318349243,0.000000000,0.000000000,0.000000000,0.000000000,0.010205172,0.126268655,0.125625685
lung_vessels,vessels,BAD,he,he_official_12445451,base_box160_s64_m2048,150,he__he_official_12445451__base_box160_s64_m2048__150,/home/hw646/codex_he_official_roi_candidate_pool_b200/he_official_12445451/base_box160_s64_m2048/candidate_masks/candidate_150.png,lung_bronchiola,0.212409476,0.000000000,0.000000000,0.000000000,0.000000000,0.005239918,0.127730548,0.126753837
tumor,tumor,GOOD,ficture,ficture_official_11938226,base_official_points_step32,56,ficture__ficture_official_11938226__base_official_points_step32__056,/nfs/roberts/project/pi_xy48/hw646/Medical-SAM3/results/visium_hd_exp1/ficture_official_filtered_candidate_pool/ficture_official_11938226/base_official_points_step32/candidate_masks/candidate_056.png,tumor,0.527417540,0.527340454,0.358087146,0.365569316,0.945933330,0.612641500,0.124958381,0.125281766
tumor,tumor,GOOD,ficture,ficture_official_11942555,base_official_points_step24,70,ficture__ficture_official_11942555__base_official_points_step24__070,/nfs/roberts/project/pi_xy48/hw646/Medical-SAM3/results/visium_hd_exp1/ficture_official_filtered_candidate_pool/ficture_official_11942555/base_official_points_step24/candidate_masks/candidate_070.png,tumor,0.520341907,0.520276156,0.351603550,0.357358781,0.956201960,0.633520674,0.124736220,0.125016451
tumor,tumor,GOOD,ficture,ficture_official_11940972,base_point80_m1536_p700,5,ficture__ficture_official_11940972__base_point80_m1536_p700__005,/nfs/roberts/project/pi_xy48/hw646/Medical-SAM3/results/visium_hd_exp1/ficture_official_filtered_candidate_pool/ficture_official_11940972/base_point80_m1536_p700/candidate_masks/candidate_005.png,tumor,0.513917905,0.513899869,0.345804336,0.355690778,0.925602001,0.616122828,0.124749206,0.124950998
